cell;lon;lat
6533;24.492443;58.381954
6534;24.495556;58.380902
6535;24.498644;58.382361
6536;24.765987;59.43718
6537;24.761467;59.436722
6538;24.753948;59.436087
6539;24.936905;59.434834
6540;24.771652;59.43512
6541;24.77108;59.434662
6542;24.776688;59.434547
6543;24.780807;59.435806
6544;24.773667;59.432144
6545;24.763527;59.421616
6546;24.740641;59.415933
6547;24.734453;59.407232
6548;24.73503112793;59.406509399414
6549;24.736404418945;59.409255981445
6550;24.765701;59.428024
6551;24.784012;59.425735
6552;24.910469;59.444103
6553;24.899139;59.443588
6554;24.908765;59.375561
6555;24.881063;59.35769
6556;24.895707;59.348145
6557;24.837741;59.382875
6558;24.816879;59.397583
6559;24.808503;59.406586
6560;24.794746;59.417638
6561;24.772109985352;59.42985534668
6562;24.767846;59.432747
6563;24.762497;59.435349
6564;27.772750854492;59.396896362305
6565;24.755058;59.440956
6566;24.750726;59.440842
6567;24.752884;59.442673
6568;24.748562;59.444598
6569;24.733658;59.446793
6570;24.723106;59.450021
6571;24.699325;59.452985
6572;24.701248;59.445786
6573;24.703995;59.443588
6574;24.707016;59.44043
6575;24.711342;59.436035
6576;24.713882;59.433426
6577;24.71305847168;59.432601928711
6578;24.718826;59.433151
6579;24.712257;59.431629
6580;24.708977;59.435234
6581;24.706488;59.437736
6582;24.698243;59.426152
6583;24.687174;59.435471
6584;24.691862;59.439349
6585;24.728336;59.433403
6586;24.763448;59.435701
6587;24.878361;59.444863
6588;24.692296;59.417063
6589;24.6595;59.402664
6590;24.667249;59.399545
6591;25.04609;59.252663
6592;25.359512;59.102554
6593;25.377732;59.097428
6594;25.408918;59.083844
6595;25.441016;59.050963
6596;25.581742;59.007916
6597;24.851695;59.450716
6598;27.43357;59.363971
6599;24.878341;59.445205
6600;27.530327;58.004439
6601;27.477493286133;58.099136352539
6602;27.477493286133;58.099136352539
6603;27.467194;58.099136
6604;27.488756;58.095017
6605;27.352523803711;58.008499145508
6606;26.968006;59.42196
6607;26.900711;59.438553
6608;24.824295043945;59.435348510742
6609;27.772617;59.393887
6610;28.182335;59.387283
6611;24.678726196289;59.39826965332
6612;24.679413;59.39827
6613;26.810041;58.512115
6614;26.786229;58.447303
6615;26.784221;58.473653
6616;26.814873;58.51442
6617;26.780548;58.479881
6618;26.804580688477;58.449325561523
6619;27.410202026367;59.348831176758
6620;26.716003;58.374808
6621;26.716141;58.375443
6622;26.715317;58.376427
6623;24.536296;59.428482
6624;22.473221;58.248138
6625;24.240646362305;59.247207641602
6626;26.727912;58.376743
6627;26.720782;58.373744
6628;26.713645;58.375059
6629;26.716774;58.37443
6630;26.713535;58.375687
6631;26.718374;58.372275
6632;26.719297;58.374126
6633;26.707902;58.378773
6634;26.730568;58.392081
6635;26.737387;58.398416
6636;26.728944;58.412364
6637;26.767125;58.419925
6638;26.797015;58.440457
6639;26.777812;58.470702
6640;26.78045;58.521578
6641;26.729379;58.392142
6642;26.733627;58.394394
6643;26.765414;58.54115
6644;26.792221069336;58.434219360352
6645;25.642089;59.504701
6646;24.850387573242;59.449081420898
6647;24.824295043945;59.435348510742
6648;25.658569;58.377914
6649;27.255020141602;59.379043579102
6650;24.743075;59.439272
6651;26.731796264648;58.380661010742
6652;26.936416625977;57.993392944336
6653;26.733169555664;58.380661010742
6654;26.741409301758;58.369674682617
6655;26.741409301758;58.360061645508
6656;24.505691;58.235092
6657;24.792709350586;59.421615600586
6658;24.697952270508;59.421615600586
6659;24.774856567383;59.352951049805
6660;24.938278198242;59.499893188477
6661;27.518143;59.418938
6662;27.294034;59.40286
6663;27.025680541992;59.412002563477
6664;24.696578979492;59.42024230957
6665;28.183364868164;59.384536743164
6666;27.23030090332;59.42024230957
6667;28.169723;59.404599
6668;26.365716;59.353343
6669;24.840774536133;59.475173950195
6670;25.631790161133;59.163436889648
6671;24.707291;59.439743
6672;26.273549;58.960556
6673;27.531051635742;59.422988891602
6674;25.407943725586;58.815994262695
6675;24.652633666992;59.418869018555
6676;25.41069;58.820114
6677;24.879684;59.449081
6678;24.556503295898;58.377914428711
6679;24.990463256836;58.908004760742
6680;27.4617;58.093643
6681;27.422561645508;59.358444213867
6682;24.547807;59.406509
6683;24.556503295898;59.390029907227
6684;24.548263549805;59.383163452148
6685;24.78842;59.425473
6686;24.807423;59.430444
6687;24.797569;59.42394
6688;24.797287;59.420242
6689;26.242694;58.990402
6690;26.257426;58.935994
6691;26.291287;58.890829
6692;26.253891;58.940277
6693;26.315939;58.856943
6694;26.366501;58.805008
6695;26.370026;58.80065
6696;26.385819;58.779465
6697;26.392699;58.766239
6698;26.245346;58.970261
6699;26.712276;58.37301
6700;26.719436645508;58.372421264648
6701;26.726592;58.379866
6702;26.728265;58.388901
6703;26.715633;58.383725
6704;26.729507;58.391647
6705;26.729736;58.391647
6706;26.782333;58.426529
6707;26.644476;58.53696
6708;26.71669;58.371637
6709;26.794967651367;58.456192016602
6710;26.744916;58.387138
6711;26.734435;58.386374
6712;26.82243347168;58.51936340332
6713;26.795012;58.575671
6714;26.761307;58.474518
6715;24.716768;59.433321
6716;24.733401;59.425772
6717;27.513198852539;59.425735473633
6718;27.304733;57.875702
6719;24.775515;59.428102
6720;24.781741;59.427526
6721;26.807523;58.512105
6722;26.601462;58.419255
6723;26.704102;58.377914
6724;26.702083;58.375168
6725;26.709639;58.374452
6726;26.714859;58.383865
6727;26.775055;58.499451
6728;26.709823608398;58.373794555664
6729;26.705704;58.375854
6730;26.709824;58.375168
6731;24.743270874023;59.414749145508
6732;24.504803;58.053818
6733;24.565428;58.275519
6734;24.504122;58.40538
6735;24.496078;58.4095
6736;24.529952;58.24028
6737;24.514399;58.577367
6738;24.537021;58.538246
6739;24.417133;58.814795
6740;24.462605;58.998299
6741;24.628306;59.355575
6742;24.493782;59.175274
6743;24.649789;59.401114
6744;24.652957;59.403278
6745;24.649887;59.398727
6746;24.661503;59.414577
6747;24.661706;59.413209
6748;24.69583;59.406468
6749;24.692519;59.407185
6750;24.686243;59.408611
6751;24.584899;59.316935
6752;24.716437;59.401811
6753;24.677582;59.301025
6754;24.553963;59.299752
6755;24.733854;59.407412
6756;24.469986;59.100952
6757;24.469985961914;59.098892211914
6758;24.452028;58.673066
6759;24.450622;58.895096
6760;24.428558;58.847885
6761;24.441049;58.877008
6762;24.467239;58.660812
6763;24.560755;58.370067
6764;24.590767;58.337196
6765;24.414073;57.910407
6766;24.831161;59.43425
6767;24.827499;59.43512
6768;24.824295043945;59.435348510742
6769;27.434921264648;59.366683959961
6770;27.93518;59.428988
6771;27.778244018555;59.395523071289
6772;27.772750854492;59.396896362305
6773;24.689713;59.376782
6774;27.433547973633;59.365310668945
6775;24.950501;59.375336
6776;24.943839;59.311865
6777;27.021834;57.810196
6778;28.17512512207;59.380416870117
6779;24.916305;59.389206
6780;24.874192;59.41887
6781;25.593003;58.36345
6782;24.63694;58.393337
6783;24.644393920898;58.395767211914
6784;24.644393920898;58.395767211914
6785;26.946029663086;58.847579956055
6786;24.883976;59.440842
6787;24.714431762695;59.440841674805
6788;24.714431762695;59.440841674805
6789;24.714431762695;59.440841674805
6790;24.884071;59.443732
6791;24.777603149414;59.218368530273
6792;24.777603149414;59.218368530273
6793;28.179932;59.387283
6794;27.410201;59.326014
6795;24.783955;59.440264
6796;22.992324829102;58.412246704102
6797;24.682846069336;59.230728149414
6798;24.682846069336;59.230728149414
6799;24.807294;59.402224
6800;24.750824;59.428825
6801;26.439285;59.363937
6802;25.017242;59.477234
6803;25.029465;59.482316
6804;25.036469;59.483415
6805;24.669737;59.410754
6806;24.719982;59.43655
6807;24.718229;59.436076
6808;24.686623;59.340591
6809;24.784454;59.46385
6810;24.840418;59.467327
6811;24.827722;59.504194
6812;24.767816;59.437927
6813;24.76102;59.442989
6814;24.754306;59.443142
6815;24.833755;59.510129
6816;24.733105;59.436523
6817;24.828765;59.497814
6818;24.759353;59.438795
6819;24.84272;59.519234
6820;24.776962;59.438954
6821;24.763503;59.436749
6822;24.782324;59.434973
6823;24.845993;59.521042
6824;24.888095;59.531493
6825;24.852447;59.523239
6826;24.878769;59.534226
6827;24.881059;59.526902
6828;24.846782;59.509163
6829;24.777602;59.443131
6830;24.76936;59.450455
6831;24.762223;59.445236
6832;24.758687;59.444205
6833;24.76593;59.442215
6834;24.766163;59.440842
6835;24.762041;59.447708
6836;24.770737;59.442215
6837;24.753569;59.431229
6838;24.760853;59.433951
6839;24.758377;59.436722
6840;24.785013;59.439549
6841;24.761484;59.439207
6842;24.758208;59.44776
6843;24.743765;59.442869
6844;24.770675;59.442532
6845;24.742296;59.440543
6846;24.733421;59.442758
6847;24.759579;59.44027
6848;24.766617;59.437408
6849;24.759064;59.442215
6850;24.764704;59.438816
6851;24.781721;59.444276
6852;24.75769;59.440155
6853;24.756469;59.44031
6854;24.773026;59.4413
6855;24.768906;59.439011
6856;24.847879;59.464986
6857;24.787217;59.434662
6858;24.766159;59.441299
6859;24.764214;59.440498
6860;24.766617;59.440384
6861;24.773881;59.441193
6862;24.759751;59.442215
6863;24.759064;59.441528
6864;24.765727;59.439303
6865;24.764073;59.436293
6866;24.759388;59.437745
6867;24.795438;59.460758
6868;24.785385;59.4413
6869;24.757003;59.438095
6870;24.765243;59.438644
6871;24.776034;59.437647
6872;24.772795;59.447022
6873;24.75151;59.439011
6874;24.770569;59.450735
6875;24.779432;59.444047
6876;24.773483;59.440842
6877;24.776915;59.448052
6878;24.756546;59.439011
6879;24.758985;59.438991
6880;24.755974;59.441528
6881;24.762496948242;59.44221496582
6882;24.767990112305;59.443588256836
6883;27.054198;58.059214
6884;27.054876;58.060894
6885;27.064986;58.069951
6886;27.070027;58.067417
6887;27.121615;58.070237
6888;27.147954;58.026563
6889;27.209307;57.987846
6890;27.169455;58.028609
6891;27.169237;58.016118
6892;27.20608;57.959959
6893;27.242974;57.989728
6894;27.022832;58.096834
6895;27.086993;58.048081
6896;27.054362;58.060719
6897;27.054879;58.059284
6898;26.959593;58.064434
6899;27.123775;58.08127
6900;27.191991;57.940919
6901;26.745529;58.374972
6902;25.638999;58.359032
6903;26.725784;58.376195
6904;27.059029;58.050534
6905;27.057816;58.051449
6906;27.06273;58.006437
6907;27.044866;57.956367
6908;27.030032;57.918639
6909;27.027566;57.881259
6910;27.019895;57.883224
6911;26.996944;57.861871
6912;27.016318;57.850331
6913;27.030369;57.848562
6914;27.022613;57.858263
6915;27.020476;57.844619
6916;26.991968;57.90855
6917;26.911827;57.862666
6918;27.041038;57.955709
6919;27.059627;58.049868
6920;27.040626;58.049487
6921;27.062686;58.048104
6922;26.994057;57.919079
6923;27.019858;57.846293
6924;27.050165;58.053065
6925;27.062009;57.849192
6926;27.043785;58.053137
6927;26.947922;58.002351
6928;27.045135;58.053345
6929;26.734543;58.385513
6930;26.744843;58.382807
6931;26.75318;58.380759
6932;26.756693;58.380395
6933;26.764951;58.380269
6934;26.776898;58.377553
6935;26.77211;58.369186
6936;26.788871;58.364269
6937;26.794453;58.35989
6938;26.77689;58.356173
6939;26.780414;58.35251
6940;26.785363;58.346242
6941;26.77248;58.379288
6942;26.788559;58.353043
6943;26.771209;58.368302
6944;26.778565;58.357697
6945;26.825172;58.351828
6946;26.959263;58.127441
6947;26.921212;58.165656
6948;26.83339;58.189331
6949;26.743143;58.137038
6950;26.898359;58.173387
6951;26.888801;58.177953
6952;26.787268;58.229582
6953;26.834319;58.08456
6954;26.840815;58.105521
6955;26.784452;58.24606
6956;26.766816;58.269414
6957;26.736941;58.285573
6958;26.719338;58.306716
6959;26.737269;58.298556
6960;26.718547;58.329231
6961;26.712877;58.326387
6962;26.712192;58.340776
6963;26.724765;58.342783
6964;26.733909;58.354269
6965;26.743719;58.350418
6966;26.743112;58.358625
6967;26.740304;58.365508
6968;26.734319;58.374355
6969;26.956873;58.128676
6970;27.145894;57.88748
6971;26.994251;57.859263
6972;26.728401;58.376158
6973;26.731043;58.376297
6974;26.723263;58.374783
6975;26.704227;58.36631
6976;26.697547;58.364057
6977;26.69075;58.361588
6978;26.687278;58.360076
6979;26.687603;58.359636
6980;26.683941;58.358208
6981;26.698191;58.358365
6982;26.692458;58.347258
6983;26.69812;58.345939
6984;26.705176;58.330483
6985;26.720373;58.312515
6986;26.773135;58.258123
6987;26.713291;58.20233
6988;26.924054;58.163921
6989;26.889772;58.153132
6990;26.731975;58.351285
6991;26.71629;58.319635
6992;26.888022;57.889947
6993;26.70433;58.350861
6994;26.72065;58.299638
6995;26.752207;58.20417
6996;26.691588;58.244048
6997;26.94789;57.989498
6998;26.999089;57.869274
6999;27.007409;57.83548
7000;27.023027;57.845836
7001;26.89598;57.877401
7002;26.984419;57.945127
7003;27.007746;57.941588
7004;27.062199;58.004221
7005;27.047004;57.849427
7006;27.064571;57.808624
7007;27.194454;57.761676
7008;27.273691;57.739675
7009;27.254054;57.74689
7010;27.253689;57.835337
7011;27.400606;57.697108
7012;27.495484;57.827132
7013;27.524176;57.827399
7014;27.329434;57.720635
7015;27.470964;57.769309
7016;27.185746;57.746016
7017;27.545132;57.835516
7018;27.581185;57.836668
7019;27.653195;57.842852
7020;27.175264;57.765411
7021;27.421809;57.768132
7022;26.85043;57.894029
7023;27.403793;57.720566
7024;27.326523;57.708206
7025;27.263721;57.741828
7026;27.040866;57.84143
7027;27.036164;57.847508
7028;24.88266;59.447708
7029;26.998764;57.84321
7030;26.996623;57.843923
7031;27.008988;57.839552
7032;27.017440795898;57.843704223633
7033;27.323231;57.692585
7034;27.339354;57.647699
7035;27.353168;57.637465
7036;27.297262;57.625033
7037;27.232845;57.585136
7038;27.30501;57.660388
7039;27.328605;57.66716
7040;27.121048;57.728373
7041;27.19534;57.88597
7042;27.129208;57.808477
7043;27.048438;58.05627
7044;27.000356;57.843456
7045;27.080814;57.807473
7046;24.691167;59.447627
7047;24.688339;59.445877
7048;27.332199;57.659409
7049;27.367458;57.643376
7050;27.357144;57.63574
7051;27.12331;57.871591
7052;27.335773;57.654867
7053;27.096927;57.794044
7054;26.99379;57.844925
7055;26.995468;57.845764
7056;24.824295043945;59.435348510742
7057;26.72492980957;58.314743041992
7058;27.151829;58.091609
7059;27.009378;57.828917
7060;27.002939;57.821512
7061;27.000628;57.816238
7062;27.0125;57.835414
7063;27.011826;57.835836
7064;27.08023;58.067716
7065;26.896214;58.154329
7066;26.734978;58.290388
7067;26.763316;58.352672
7068;26.766568;58.369785
7069;26.743756;58.349927
7070;26.755044;58.372814
7071;26.740269;58.377915
7072;26.767244;58.368731
7073;26.760087;58.351805
7074;26.746539;58.369327
7075;26.739664;58.344301
7076;26.752984;58.372029
7077;26.787415;58.227882
7078;26.768287;58.364574
7079;26.718964;58.348365
7080;26.744868;58.36612
7081;26.808007;58.229947
7082;26.743332;58.34578
7083;26.73636;58.367636
7084;26.727639;58.367391
7085;26.733695;58.362714
7086;26.724687;58.362081
7087;26.720123;58.362122
7088;26.71978;58.360062
7089;26.687628;58.354717
7090;26.682358;58.358761
7091;26.679939;58.359203
7092;26.719224;58.350026
7093;26.714444;58.34471
7094;26.740754;58.3644
7095;26.729952;58.365564
7096;24.549912;58.374558
7097;24.559203;58.367509
7098;24.548643;58.372563
7099;24.549109;58.372236
7100;24.552478;58.370939
7101;24.585549;58.373054
7102;24.567489624023;58.360061645508
7103;24.572879;58.364892
7104;24.612502;58.37541
7105;24.652633666992;58.405380249023
7106;24.555679;58.365829
7107;24.548607;58.369331
7108;24.562455;58.362808
7109;27.053741;58.064072
7110;26.742128;58.242128
7111;26.731032;58.376213
7112;26.726773;58.376778
7113;26.73028;58.379139
7114;26.722674;58.382888
7115;26.697962;58.387147
7116;26.691252;58.390364
7117;26.726688;58.380771
7118;26.649911;58.395786
7119;26.741144;58.359672
7120;26.734028;58.373795
7121;26.715042;58.383133
7122;26.7136;58.382607
7123;26.659654;58.401604
7124;26.73851;58.370316
7125;26.719093;58.379288
7126;26.69136;58.384094
7127;26.719123;58.368517
7128;26.652684;58.321907
7129;26.687481;58.386339
7130;26.690998;58.390446
7131;26.691014;58.392262
7132;26.677875;58.379773
7133;26.645016;58.377546
7134;26.678196;58.370132
7135;26.669397;58.357734
7136;26.59545;58.409719
7137;24.541397094727;58.373794555664
7138;24.535133;58.376885
7139;24.517962;58.382781
7140;24.50339;58.397453
7141;24.500512;58.387488
7142;24.503631;58.382721
7143;24.502031;58.393478
7144;24.544069;58.39249
7145;24.529425;58.520148
7146;24.508334;58.598275
7147;24.493143;58.596002
7148;24.663162;59.400558
7149;24.664307;59.396896
7150;24.66568;59.397583
7151;24.660873;59.39415
7152;24.66568;59.396896
7153;24.65744;59.394837
7154;24.712274;59.433877
7155;24.777054;59.351715
7156;24.56134;58.377317
7157;24.577788;58.396741
7158;24.646055;58.397849
7159;24.49333190918;58.398513793945
7160;24.494019;58.396025
7161;27.329177856445;59.347457885742
7162;27.132883;58.036318
7163;27.19594;57.999217
7164;27.20797;57.986258
7165;27.160827;58.023945
7166;26.93476;57.870292
7167;26.930718;58.044582
7168;26.93144;58.061454
7169;26.734765;58.074629
7170;26.724263;58.075647
7171;26.651394;58.079631
7172;26.650649;58.077295
7173;26.544295;58.055128
7174;26.855225;57.967994
7175;26.973548;58.020379
7176;26.501354;58.058082
7177;26.510479;58.05895
7178;26.48834;58.054444
7179;26.499225;58.059973
7180;26.48258;58.050276
7181;26.604964;58.016351
7182;26.739763;57.99881
7183;26.756912;58.002083
7184;26.791554;57.966379
7185;26.671175;58.007519
7186;26.492743;58.017844
7187;27.170271;57.904298
7188;27.086777;57.81758
7189;26.922788;58.027991
7190;27.254084;57.840115
7191;27.364548;57.814591
7192;27.388961;57.826921
7193;27.42418;57.811629
7194;27.502478;57.814156
7195;27.487352;57.794138
7196;27.369397;57.970707
7197;27.504319;57.845755
7198;27.306986;57.826729
7199;28.133556;59.377158
7200;28.110580444336;59.390029907227
7201;27.772750854492;59.396896362305
7202;22.831649780273;58.962936401367
7203;27.270813;59.336472
7204;26.378854;59.344713
7205;26.3768;59.344025
7206;26.364441;59.337845
7207;24.548264;58.384323
7208;24.603107;58.393676
7209;26.466751098633;59.366683959961
7210;26.38298034668;59.35432434082
7211;26.624679;59.394836
7212;27.036667;59.412003
7213;27.077866;59.403763
7214;24.714431762695;59.427108764648
7215;24.518335;58.465364
7216;24.500198364258;58.447952270508
7217;24.498719;58.438656
7218;24.493582;58.635094
7219;24.451044;59.056253
7220;24.504698;59.255744
7221;24.514617;59.259018
7222;24.760665;59.440234
7223;24.759613;59.439468
7224;27.048219;57.825169
7225;27.017440795898;57.843704223633
7226;27.017440795898;57.843704223633
7227;27.008787;57.835051
7228;27.055031;58.113074
7229;27.070319;58.110922
7230;27.066015;58.108546
7231;27.092972;58.144455
7232;27.210266;57.987125
7233;26.717672;58.068369
7234;26.805479;57.927062
7235;26.916272;57.884906
7236;26.730252;58.044462
7237;27.01442;58.050522
7238;26.95426940918;57.865676879883
7239;27.140848;58.09993
7240;27.065505981445;58.108749389648
7241;24.818801879883;59.509506225586
7242;24.819491;59.5047
7243;24.778976;59.442215
7244;24.770002;59.433401
7245;24.780519;59.439185
7246;24.762257;59.429783
7247;24.786277;59.43743
7248;24.794285;59.436036
7249;24.786759;59.443131
7250;24.774878;59.436722
7251;24.817062;59.439048
7252;24.79134;59.427453
7253;24.780714;59.440395
7254;24.76936340332;59.44221496582
7255;24.77286;59.436679
7256;24.769438;59.432516
7257;24.772936;59.451453
7258;24.780694;59.431572
7259;24.792028;59.434664
7260;24.765243;59.435349
7261;24.777603;59.440842
7262;24.783673;59.426166
7263;24.760856;59.434225
7264;24.786758;59.444047
7265;24.77623;59.442902
7266;24.76936340332;59.44221496582
7267;24.844483;59.435007
7268;24.767647;59.438782
7269;24.768677;59.438095
7270;24.794758;59.455951
7271;27.136156;57.764664
7272;27.224236;57.755699
7273;27.115116;57.789889
7274;27.041654;57.813636
7275;27.094261;57.794384
7276;27.027906;57.817375
7277;26.99821472168;57.809371948242
7278;26.996494;57.822935
7279;26.671763;58.349141
7280;26.76074;58.263263
7281;26.764168;58.268444
7282;26.708938;58.140012
7283;26.695233;58.163371
7284;26.727469;58.37677
7285;26.694152;58.15431
7286;26.725959;58.373871
7287;26.711938;58.369119
7288;26.777117;58.305495
7289;26.713677;58.371285
7290;24.763870239258;59.44221496582
7291;24.763870239258;59.44221496582
7292;24.763870239258;59.44221496582
7293;27.440965;59.011827
7294;27.422561645508;59.329605102539
7295;22.013504;57.840615
7296;24.71077;59.416122
7297;24.710999;59.416122
7298;24.710541;59.416122
7299;24.711685180664;59.416122436523
7300;24.710311889648;59.416122436523
7301;27.425766;59.32274
7302;27.125681;58.049644
7303;27.067034;58.046582
7304;27.058255;58.066939
7305;27.130177;58.041251
7306;27.492773;59.289189
7307;27.534724;59.210817
7308;27.638058;59.115408
7309;27.702476;59.042039
7310;27.667236;59.020987
7311;27.664388;59.009355
7312;27.558266;59.013664
7313;27.411123;59.010081
7314;27.355904;59.004664
7315;27.324616;59.001586
7316;27.552926;58.986466
7317;27.25693;58.981898
7318;27.296677;58.998795
7319;27.458267211914;59.307632446289
7320;27.259072;58.988624
7321;27.263843;58.986343
7322;27.15392;58.998768
7323;27.202545;58.994234
7324;27.226009;59.013276
7325;27.248013;59.037164
7326;27.258745;59.043242
7327;27.326594;59.119864
7328;27.349607;59.180411
7329;27.37212;59.255789
7330;27.401589;59.321867
7331;27.309259;59.085847
7332;27.346651;59.153629
7333;27.408823;59.318619
7334;24.501571655273;58.427352905273
7335;27.22;57.99408
7336;26.750239;58.373652
7337;26.731291;58.377315
7338;26.741213;58.373255
7339;26.750565;58.373795
7340;26.773453;58.36937
7341;26.754124;58.372098
7342;26.761322;58.372421
7343;26.735916137695;58.37516784668
7344;26.827793;58.202692
7345;26.85676574707;58.198013305664
7346;26.856766;58.198086
7347;26.85676574707;58.198013305664
7348;26.863814;58.185701
7349;26.834355;58.204661
7350;26.85676574707;58.198013305664
7351;26.809665;58.210419
7352;26.796516;58.191675
7353;26.827156;58.20078
7354;26.85676574707;58.198013305664
7355;26.321182250977;58.773422241211
7356;26.85676574707;58.198013305664
7357;26.85676574707;58.198013305664
7358;26.789235;58.210991
7359;26.85676574707;58.198013305664
7360;26.85676574707;58.198013305664
7361;26.762747;58.353112
7362;26.754956;58.349717
7363;26.76899;58.363266
7364;26.727041;58.313947
7365;26.759685;58.379922
7366;26.765614;58.379803
7367;26.777802;58.376312
7368;26.770798;58.379288
7369;26.78421;58.371277
7370;26.777802;58.369675
7371;26.772994995117;58.372421264648
7372;26.754186;58.372226
7373;26.289002;58.518851
7374;26.723432;58.380661
7375;26.741364;58.376264
7376;26.760635;58.372421
7377;26.760292;58.373108
7378;26.749742;58.37299
7379;26.723556518555;58.380661010742
7380;26.729736;58.378773
7381;25.040591;59.461785
7382;25.011978;59.465103
7383;26.723251;58.379135
7384;26.740174;58.377503
7385;26.723099;58.379745
7386;26.723213;58.380318
7387;26.72081;58.36528
7388;26.722308;58.372671
7389;26.723022;58.368301
7390;26.722736;58.376716
7391;26.720123;58.375854
7392;26.76012;58.371992
7393;26.743698;58.36702
7394;26.753997;58.359604
7395;26.856079;58.1987
7396;26.724118;58.38007
7397;26.907748;58.051357
7398;26.898872;58.004381
7399;27.060736;57.889067
7400;26.770814;58.367251
7401;26.727852;58.304036
7402;26.815604;58.207357
7403;27.04656;58.071512
7404;27.027025;58.085923
7405;26.965506;58.121846
7406;26.955757;58.125057
7407;27.003007;58.09755
7408;27.049005;58.053854
7409;27.076218;58.054642
7410;27.05088;58.058405
7411;26.776247;58.368229
7412;27.054653;58.067862
7413;26.769278;58.368087
7414;27.049026489258;58.06755065918
7415;26.776023;58.374393
7416;26.745777;58.374674
7417;24.680099487305;59.26643371582
7418;24.413084;59.457203
7419;26.780777;58.375626
7420;26.73972;58.274707
7421;26.759118;58.353028
7422;26.85676574707;58.198013305664
7423;26.720779;58.342898
7424;25.625229;58.924548
7425;26.275323;58.562662
7426;26.160633;58.623359
7427;26.107215;58.635067
7428;25.987385;58.663655
7429;25.929714;58.674667
7430;24.766312;59.432144
7431;24.707777;59.428812
7432;24.691558;59.433106
7433;26.337798;58.52065
7434;26.620561;58.410875
7435;26.664124;58.384494
7436;24.654007;59.426422
7437;26.696091;58.363358
7438;24.725811;59.449735
7439;24.738121;59.448967
7440;24.710727;59.437842
7441;24.633518;59.414452
7442;24.56672;59.388748
7443;24.619576;59.406314
7444;24.662056;59.414278
7445;24.705558;59.403657
7446;24.835841;59.460811
7447;24.774399;59.440231
7448;24.75406;59.441701
7449;24.739494;59.442673
7450;24.736904;59.439094
7451;25.060095;59.247787
7452;25.593979;58.986511
7453;25.714071;58.841852
7454;24.650745;59.425392
7455;24.537003;59.378769
7456;24.635696;59.415817
7457;24.881025;59.469165
7458;24.734179;59.441363
7459;26.149979;58.628311
7460;24.887466430664;59.471054077148
7461;26.195323;58.611819
7462;24.548262;59.384537
7463;24.887466430664;59.471054077148
7464;24.896594;59.452312
7465;25.594274;59.005758
7466;27.346344;58.004085
7467;26.946114;58.143804
7468;27.418043;58.029139
7469;26.970045;57.950904
7470;27.004738;57.841988
7471;27.469253;57.966698
7472;27.567813;57.968359
7473;27.576081;57.921994
7474;27.572454;57.898877
7475;27.654246;57.892875
7476;27.716651;57.883984
7477;27.746063;57.870806
7478;27.730184;57.852536
7479;27.575914;57.8632
7480;27.554993;57.969407
7481;27.523284;57.967989
7482;27.481749;57.963182
7483;27.455718;57.964211
7484;27.398571;57.965746
7485;27.646602;57.933877
7486;27.652066;57.922356
7487;27.733353;57.837184
7488;27.733848;57.853165
7489;26.720501;58.287916
7490;26.765366;58.288651
7491;26.946226;57.993001
7492;26.64113;58.244127
7493;26.70224;58.2715
7494;27.016813;57.840801
7495;27.004765;57.861891
7496;27.065449;58.050582
7497;26.99821472168;57.846450805664
7498;27.017326;57.843704
7499;27.035869;58.070554
7500;27.052244;58.060567
7501;26.99821472168;57.84782409668
7502;27.049927;57.966287
7503;27.05026;58.053958
7504;27.053212;58.063535
7505;27.039394;58.080435
7506;27.009201049805;57.835464477539
7507;27.009201049805;57.835464477539
7508;26.534399;58.419013
7509;26.227506;58.555878
7510;26.329574;58.501661
7511;26.230614;58.597081
7512;26.062453;58.638092
7513;26.135919;58.625957
7514;26.09225;58.638188
7515;25.872822;58.720477
7516;25.965304;58.673388
7517;25.872944;58.719405
7518;25.800604;58.740395
7519;25.858831;58.72562
7520;25.797175;58.741805
7521;25.792822;58.758147
7522;25.745152;58.808082
7523;25.734894;58.838273
7524;25.666135;58.901329
7525;25.626163;58.920988
7526;25.644652;58.901231
7527;26.267183;58.566955
7528;25.988845825195;58.663558959961
7529;25.908218;58.694338
7530;25.58503;59.013973
7531;25.607867;58.95925
7532;25.592425;58.993034
7533;25.588898;58.997269
7534;25.520443;59.031721
7535;25.603355;58.968833
7536;24.738759;59.43221
7537;24.726683;59.424739
7538;24.728491;59.430733
7539;24.719318;59.429776
7540;24.721147;59.428564
7541;25.611877;58.940277
7542;24.738611;59.429728
7543;24.717693;59.429083
7544;24.706446;59.426733
7545;24.679427;59.439665
7546;24.681931;59.429398
7547;24.658699;59.426651
7548;24.656192;59.424833
7549;24.662659;59.420151
7550;24.662476;59.420319
7551;24.653635;59.430209
7552;24.662246704102;59.421615600586
7553;24.659108;59.41828
7554;24.654144;59.418499
7555;24.648486;59.400506
7556;24.646861;59.421422
7557;24.655724;59.416466
7558;24.680897;59.409159
7559;24.69324;59.409397
7560;24.698663;59.407101
7561;24.708847;59.402907
7562;24.728928;59.403
7563;24.743008;59.406304
7564;24.767686;59.418904
7565;24.787895;59.422282
7566;24.79184;59.420887
7567;24.814099;59.430296
7568;24.775316;59.424797
7569;24.792895;59.439723
7570;24.824441;59.44006
7571;24.824255;59.442218
