cell;lon;lat
309;24.791379;59.416406
310;24.762469;59.411787
311;24.767868;59.435788
312;24.765561;59.437676
313;24.75555;59.442135
314;24.763871;59.440199
315;24.789366;59.439513
316;24.736142;59.436722
317;24.733023;59.436617
318;24.73647;59.436254
319;24.728491;59.437825
320;24.700884;59.416517
321;24.691665;59.413932
322;24.736279;59.436472
323;24.731025;59.436494
324;24.742279;59.433441
325;24.743271;59.436035
326;24.738524;59.426984
327;24.745419;59.431229
328;24.747541;59.429475
329;24.743175;59.426744
330;24.748307;59.43123
331;24.763071;59.429627
332;24.776229;59.432147
333;24.786926;59.419067
334;24.782711;59.421059
335;24.765117;59.416252
336;24.7911;59.419054
337;24.790954;59.418122
338;24.799935;59.419706
339;24.754064;59.413572
340;24.739104;59.416125
341;24.717631;59.422647
342;24.714936;59.421706
343;24.727615;59.423785
344;24.692248;59.411111
345;24.679534;59.413694
346;24.740524291992;59.440841674805
347;24.740248;59.437364
348;24.733245;59.433152
349;24.722835;59.407057
350;24.729513;59.405286
351;24.794472;59.41394
352;24.788237;59.415426
353;24.790908;59.415368
354;24.826736;59.4236
355;24.824185;59.429864
356;24.971658;59.444012
357;24.99571;59.44425
358;25.299893;59.504545
359;25.16225;59.521719
360;25.290069;59.501954
361;25.280227;59.502184
362;25.105614;59.455041
363;25.020676;59.445551
364;24.855036;59.435037
365;24.800188;59.420691
366;24.744139;59.410308
367;24.691085;59.396897
368;24.710985;59.402624
369;24.704021;59.398778
370;24.69623;59.416853
371;24.713448;59.404043
372;24.670425;59.398515
373;24.665064;59.404415
374;24.680512;59.411867
375;24.711689;59.445878
376;24.712718;59.445992
377;24.703449;59.454576
378;24.714434;59.446532
379;24.711002;59.452516
380;24.712512;59.445512
381;24.713257;59.445943
382;24.703105;59.450112
383;24.688339233398;59.458694458008
384;24.711001;59.447366
385;24.706195;59.446885
386;24.708253;59.451828
387;24.733952;59.441039
388;24.732972;59.442292
389;24.761413;59.439214
390;24.768955;59.443327
391;24.768108;59.433635
392;24.754946;59.43474
393;24.745931;59.41112
394;24.750537;59.414517
395;24.750244;59.422042
396;24.743065;59.409362
397;24.743111;59.408576
398;24.710171;59.409916
399;24.705055;59.409258
400;24.703186;59.407019
401;24.707362;59.410484
402;24.725414;59.423905
403;24.720834;59.40514
404;24.704556;59.415094
405;24.675978;59.420932
406;24.703314;59.399602
407;24.75928;59.409725
408;24.74472;59.41141
409;24.739144;59.408324
410;24.789019;59.417693
411;24.793988;59.415485
412;24.763985;59.409801
413;24.750547;59.409921
414;24.739697;59.417361
415;24.745745;59.424914
416;24.744098;59.42464
417;24.735762;59.420702
418;24.730294;59.436865
419;24.708249;59.426251
420;24.683914;59.398296
421;24.676584;59.368365
422;24.666888;59.380524
423;24.664164;59.369294
424;24.662465;59.376528
425;24.653992;59.368747
426;24.672932;59.399671
427;24.669629;59.401275
428;24.674761;59.400636
429;24.667282;59.400295
430;24.747562;59.425565
431;24.746666;59.424075
432;24.742785;59.426706
433;24.737295;59.427109
434;24.65752;59.422507
435;24.610888;59.402006
436;24.689106;59.42531
437;24.728863;59.437012
438;24.726876;59.438868
439;24.715899;59.431132
440;24.715119;59.440293
441;24.707393;59.413158
442;24.712303;59.414938
443;24.734912;59.425279
444;24.715207;59.415864
445;24.722343;59.419922
446;24.757509;59.412793
447;24.739084;59.408331
448;24.664948;59.397708
449;24.657083;59.410685
450;24.651979;59.417333
451;24.653037;59.410469
452;24.665757;59.404985
453;24.661062;59.41269
454;24.671138;59.401993
455;24.740383;59.415987
456;24.755416;59.419504
457;24.749156;59.422794
458;24.781726;59.424258
459;24.787992;59.420416
460;24.785013;59.421618
461;24.794688;59.417031
462;24.794082;59.417011
463;24.715824;59.403535
464;24.705989;59.401854
465;24.712855;59.390789
466;24.71397;59.410116
467;24.723697;59.417154
468;24.758856;59.413862
469;24.752883911133;59.417495727539
470;24.752883911133;59.417495727539
471;24.752883911133;59.417495727539
472;24.720469;59.419915
473;24.703437;59.421068
474;24.695887;59.413376
475;24.746189;59.429341
476;24.726328;59.422075
477;24.783249;59.42299
478;24.75759;59.426326
479;24.808622;59.422993
480;24.814881;59.422996
481;24.761578;59.423905
482;24.743270874023;59.412002563477
483;24.720301;59.400716
484;24.681864;59.418674
485;24.682243;59.415694
486;24.654533;59.422183
487;24.655789;59.416175
488;24.661658;59.423319
489;24.599298;59.3985
490;24.644499;59.403553
491;24.645961;59.393172
492;24.627728;59.428092
493;24.642199;59.428486
494;24.662066;59.395962
495;24.724731;59.430542
496;24.730586;59.42275
497;24.72541809082;59.435348510742
498;24.728714;59.428621
499;24.739446;59.427699
500;24.730911;59.441217
501;24.718691;59.439744
502;24.722849;59.434692
503;24.713402;59.439469
504;24.720612;59.446678
505;24.720881;59.42052
506;24.692459;59.39827
507;24.696578979492;59.42024230957
508;24.733134;59.436199
509;24.737303;59.436973
510;24.740524;59.437986
511;24.739716;59.438822
512;24.717863;59.436722
513;24.704978;59.400937
514;24.721141;59.412617
515;24.723121;59.422075
516;24.721794;59.406224
517;24.695752;59.402665
518;24.651568;59.421772
519;24.655134;59.420246
520;24.686617;59.426082
521;24.704132;59.429855
522;24.691359;59.428758
523;24.65387;59.422446
524;24.640961;59.421616
525;24.689858;59.411241
526;24.66104;59.412608
527;24.642563;59.427567
528;24.614538;59.429858
529;24.620781;59.431232
530;24.634786;59.425738
531;24.635705;59.414981
532;24.614183;59.435349
533;24.640555;59.423541
534;24.617273;59.433976
535;24.624947;59.428942
536;24.805068969727;59.422988891602
537;24.706359;59.405311
538;24.707743;59.410264
539;24.648514;59.401016
540;24.647235;59.391306
541;24.640421;59.385148
542;24.660873413086;59.399642944336
543;24.655589;59.393763
544;24.674333;59.399094
545;24.674333;59.399094
546;24.655380249023;59.403762817383
547;24.643252;59.411089
548;24.651367;59.403341
549;24.675449;59.420033
550;24.65636;59.394739
551;24.694973;59.424821
552;24.644393920898;59.38591003418
553;24.645767;59.422302
554;24.681274;59.418086
555;24.715805;59.421616
556;24.709416;59.411762
557;24.704268;59.422165
558;24.728502;59.420931
559;24.677009;59.423334
560;24.672547;59.399644
561;24.787216;59.436722
562;24.766616821289;59.438095092773
563;24.774511;59.442045
564;24.81148;59.433519
565;24.796833;59.434436
566;24.785842895508;59.436721801758
567;24.783886;59.423579
568;24.774857;59.439812
569;24.77417;59.439851
570;24.770609;59.436727
571;24.775278;59.43741
572;24.70365;59.41042
573;24.714093;59.412775
574;24.738009;59.421846
575;24.730811;59.416124
576;24.728851;59.414293
577;24.732276;59.407886
578;24.761123657227;59.417495727539
579;24.781629;59.416446
580;24.88097;59.437786
581;24.951533;59.443072
582;24.80648;59.423389
583;24.879833;59.437564
584;24.963902;59.447492
585;24.927416;59.44194
586;24.951344;59.463513
587;25.002228;59.445225
588;25.122742;59.459615
589;25.160064;59.513596
590;25.040079;59.450287
591;24.937396;59.44344
592;24.939151;59.436209
593;24.827585;59.427388
594;24.806306;59.42256
595;24.713221;59.403253
596;24.706536;59.390375
597;24.720065;59.410016
598;24.688595;59.41578
599;24.679636;59.415666
600;24.661336;59.406968
601;24.711737;59.398711
602;24.689316;59.415142
603;24.683304;59.40903
604;24.682159;59.40239
605;24.685592651367;59.409255981445
606;24.796633;59.422303
607;24.734638;59.435349
608;24.753527;59.433795
609;24.761336;59.441159
610;24.761126;59.434742
611;24.725891;59.406274
612;24.796756;59.413822
613;24.840224;59.426835
614;24.87007;59.436562
615;24.834318;59.425188
616;24.833908;59.42409
617;24.83528;59.424638
618;24.8341;59.427308
619;24.882821;59.436943
620;24.869613647461;59.453201293945
621;24.869613647461;59.453201293945
622;24.86824;59.447708
623;24.855785;59.438556
624;24.869613647461;59.453201293945
625;24.854895;59.438883
626;24.869613647461;59.453201293945
627;24.86686706543;59.44221496582
628;24.867317;59.436727
629;24.86686706543;59.44221496582
630;24.853134;59.441529
631;24.86686706543;59.44221496582
632;24.86686706543;59.44221496582
633;24.873733;59.446335
634;24.882888;59.442216
635;24.877097;59.439726
636;24.871299;59.439368
637;24.841457;59.435353
638;24.863554;59.434814
639;24.874354;59.437897
640;24.860088;59.436045
641;24.828716;59.437645
642;24.84146;59.439471
643;24.885004;59.438167
644;24.804039;59.437072
645;24.806264;59.439136
646;24.821889;59.436906
647;24.768216;59.432377
648;24.685001;59.414162
649;24.677352;59.415436
650;24.682846069336;59.418869018555
651;24.675292;59.411659
652;24.682847;59.39827
653;24.684981;59.379045
654;24.712484;59.376301
655;24.694611;59.36845
656;24.688799;59.384537
657;24.69452;59.3787
658;24.680443;59.395523
659;24.634780883789;59.383163452148
660;24.641647338867;59.390029907227
661;24.639813;59.386826
662;24.649542;59.390546
663;24.740524;59.437683
664;24.752821;59.433976
665;24.74281;59.436722
666;24.748305;59.434892
667;24.718851;59.42711
668;24.786263;59.41418
669;24.608689;59.438095
670;24.653321;59.418183
671;24.69108581543;59.414749145508
672;24.727395;59.43848
673;24.694289;59.418411
674;24.883063;59.438116
675;24.929562;59.441769
676;25.035204;59.447371
677;25.15138;59.446802
678;25.126749;59.465921
679;24.800221;59.423068
680;24.799576;59.426422
681;24.770737;59.430542
682;24.789266;59.426087
683;24.770737;59.430542
684;24.770737;59.430542
685;24.769235;59.429995
686;24.762668;59.436038
687;24.752883911133;59.443588256836
688;24.756168;59.44532
689;24.768097;59.436407
690;24.749927;59.438096
691;24.682846069336;59.395523071289
692;24.658126831055;59.403762817383
693;24.652439;59.404875
694;24.648242;59.415299
695;24.65185;59.404254
696;24.780579;59.424134
697;24.824543;59.427974
698;24.690394;59.42093
699;24.724957;59.427567
700;24.763596;59.443314
701;24.739074;59.43779
702;24.753865;59.441888
703;24.709105;59.404109
704;24.775176;59.412089
705;24.766293;59.412853
706;24.864789;59.434482
707;24.914461;59.435357
708;24.903294;59.440331
709;24.890663;59.419028
710;24.818278;59.42952
711;24.83041;59.42906
712;24.837288;59.429056
713;24.665944;59.402391
714;24.691085;59.397721
715;24.835275;59.430775
716;24.819315;59.433636
717;24.8513;59.437183
718;24.869805;59.440062
719;24.813502;59.432607
720;24.861907;59.435636
721;24.8533;59.436216
722;24.855414;59.433983
723;24.699322;59.433634
724;24.948844;59.437936
725;24.965074;59.444987
726;25.124472;59.470121
727;24.866855;59.433073
728;24.984633;59.444753
729;24.899;59.439197
730;24.792244;59.420247
731;24.805068969727;59.425735473633
732;24.848722;59.433714
733;24.774553;59.37742
734;24.66911315918;59.373550415039
735;24.59848;59.310132
736;24.613671;59.318499
737;24.526392;59.312123
738;24.562052;59.366236
739;24.660187;59.39312
740;24.710556;59.408135
741;24.771284;59.410359
742;24.75082;59.41475
743;24.741902;59.427111
744;24.739921;59.421445
745;24.735029;59.388798
746;24.702291;59.369432
747;24.688551;59.317447
748;24.490896;59.153911
749;24.493456;59.167284
750;24.4707;59.090124
751;24.453088;58.950959
752;24.462814;59.028321
753;24.451598;58.923494
754;24.433365;58.819597
755;24.432975;58.745615
756;24.454874;58.687517
757;24.490677;58.623528
758;24.518195;58.542149
759;24.52005;58.460784
760;24.524531;58.455471
761;24.556503295898;58.379287719727
762;24.55743;58.36435
763;24.573571;58.325158
764;24.531034;58.24382
765;24.532095;58.249401
766;24.505778;58.13678
767;24.504205;58.120141
768;24.489773;58.041284
769;24.453442;57.969504
770;24.436732;57.952769
771;24.347305;57.824936
772;24.348679;57.803879
773;24.757364;59.428759
774;24.725932;59.413721
775;24.722674;59.384712
776;24.72061;59.379044
777;24.701028;59.362909
778;24.703437;59.366343
779;24.713036;59.377674
780;24.619455;59.299246
781;24.532453;59.279017
782;24.539305;59.289169
783;24.48823;59.138144
784;24.490126;59.145556
785;24.500565;59.160316
786;24.479533;59.117863
787;24.595369;59.162127
788;24.465041;59.059589
789;24.467705;59.068682
790;24.463857;59.018823
791;24.455918;59.005852
792;24.45989;58.962044
793;24.443341;58.954001
794;24.45377;58.960877
795;24.446731;58.910479
796;24.43002;58.840927
797;24.438693;58.874035
798;24.431543;58.828164
799;24.419712;58.847142
800;24.4144;58.810046
801;24.432322;58.73765
802;24.431947;58.776433
803;24.468345;58.6635
804;24.424584;58.785401
805;24.464067;58.679456
806;24.453556;58.677812
807;24.484784;58.632939
808;24.445546;58.709053
809;24.513863;58.57276
810;24.519128;58.558743
811;24.506297;58.597647
812;24.455353;58.683184
813;24.51557;58.525492
814;24.467804;58.675927
815;24.5222;58.469903
816;24.518951;58.490203
817;24.500198364258;58.430099487305
818;24.528738;58.473635
819;24.531525;58.293304
820;24.520543;58.408405
821;24.532623;58.399065
822;24.527681;58.411199
823;24.523559;58.41489
824;24.552415;58.37275
825;24.590492;58.338089
826;24.572697;58.357622
827;24.570097;58.353629
828;24.57179;58.325043
829;24.561621;58.325131
830;24.555857;58.296831
831;24.577577;58.35755
832;24.532095;58.248519
833;24.527071;58.25597
834;24.536521;58.267097
835;24.559137;58.294148
836;24.513222;58.19608
837;24.522105;58.208418
838;24.498579;58.092847
839;24.498884;58.081077
840;24.49411;58.177677
841;24.498669;58.090763
842;24.50581;58.138138
843;24.44288;57.968995
844;24.461169;57.985905
845;24.428516;57.943835
846;24.362763;57.84655
847;24.414391;57.916996
848;24.441034;58.035121
849;24.349136;57.826767
850;24.707216;59.407371
851;24.719922;59.4173
852;24.70224;59.409257
853;24.718797;59.426236
854;24.686278;59.40342
855;24.686965942383;59.395523071289
856;24.734339;59.413378
857;24.718276;59.406373
858;24.686965942383;59.395523071289
859;24.708246;59.408914
860;24.699602;59.391406
861;24.71193;59.349317
862;24.709212;59.378495
863;24.700017;59.364167
864;24.718553;59.330331
865;24.705117;59.347153
866;24.683115;59.344726
867;24.724153;59.339343
868;24.696573;59.33281
869;24.680785;59.314896
870;24.707291;59.376297
871;24.700702;59.37826
872;24.837599;59.368344
873;24.824986;59.395524
874;24.803695678711;59.410629272461
875;24.803695678711;59.410629272461
876;24.81949;59.372184
877;24.78135;59.419331
878;24.867274;59.435489
879;24.876768;59.436279
880;24.641647338867;59.421615600586
881;24.651259;59.408412
882;24.77225;59.424982
883;24.723349;59.403079
884;24.737777709961;59.405136108398
885;24.712945;59.442101
886;25.000076293945;59.45182800293
887;24.937844;59.448113
888;24.792363;59.425394
889;24.731873;59.406192
890;24.730497;59.405963
891;24.793856;59.421159
892;24.811935424805;59.403762817383
893;24.857271;59.366001
894;24.841256;59.379048
895;24.803306;59.40494
896;24.950366;59.303098
897;24.878342;59.355215
898;24.893706;59.355952
899;24.887999;59.360774
900;24.842416;59.349438
901;24.850423;59.349325
902;24.930067;59.330295
903;25.033878;59.224816
904;25.01088;59.323605
905;25.027542114258;59.240341186523
906;25.070156;59.205334
907;25.018659;59.235082
908;24.995476;59.257105
909;25.029277;59.229013
910;24.960031;59.247697
911;25.071216;59.220101
912;25.15857;59.153281
913;25.154639;59.115999
914;25.092169;59.208088
915;25.144282;59.12749
916;25.150811;59.082568
917;25.151171;59.143305
918;25.125101;59.167579
919;25.149381;59.097149
920;25.172399;59.119154
921;25.113411;59.163103
922;25.142465;59.151542
923;25.155258178711;59.10026550293
924;25.219388;59.115003
925;25.226941;59.136532
926;25.121612;59.050141
927;25.112686157227;59.048080444336
928;25.112686157227;59.048080444336
929;25.195396;58.972584
930;25.061732;58.951273
931;25.167617797852;59.104385375977
932;24.784161;59.274957
933;24.871674;59.360504
934;24.886078;59.378701
935;24.873231;59.363121
936;24.722325;59.401018
937;24.693145;59.39827
938;24.782183;59.426195
939;24.792018;59.432607
940;24.797745;59.432605
941;24.786696;59.441237
942;24.790193;59.440157
943;24.833221;59.435349
944;24.833908081055;59.438095092773
945;24.838344;59.43873
946;24.83345;59.437637
947;24.83528137207;59.439468383789
948;24.798203;59.435353
949;24.840084;59.433635
950;24.805754;59.433291
951;24.838716;59.437756
952;24.80094909668;59.427108764648
953;24.80094909668;59.427108764648
954;24.852436;59.434672
955;24.793398;59.433975
956;24.750822;59.423676
957;24.764595;59.425232
958;24.65950012207;59.416122436523
959;24.65950012207;59.416122436523
960;24.672867;59.392922
961;24.717176;59.412004
962;24.769363;59.428024
963;24.804795;59.418047
964;24.740066;59.426195
965;24.742214;59.43799
966;24.740249;59.43837
967;24.820441;59.464191
968;24.828405;59.455951
969;24.858627319336;59.466934204102
970;24.85532;59.465292
971;24.822221;59.453893
972;24.826211;59.480669
973;24.836459;59.481848
974;24.79906;59.452213
975;24.867325;59.47552
976;24.788974;59.458135
977;24.801999;59.464785
978;24.868703;59.457323
979;24.843256;59.464192
980;24.892506;59.487997
981;24.853819;59.43329
982;24.924086;59.454587
983;24.943755;59.444294
984;24.737288;59.426949
985;24.706192016602;59.42024230957
986;24.710918;59.42009
987;24.712918;59.421754
988;24.825387;59.43151
989;25.172656;59.450455
990;24.82155;59.421445
991;25.172652;59.442217
992;24.750417;59.430682
993;24.715121;59.453889
994;24.742038;59.44359
995;24.883346557617;59.440841674805
996;24.872360229492;59.436721801758
997;24.811725;59.424569
998;25.167621;59.477234
999;25.16487121582;59.519119262695
1000;24.776916;59.422989
1001;24.704811;59.412828
1002;24.684219360352;59.399642944336
1003;24.645767211914;59.410629272461
1004;24.637528;59.422989
1005;24.648513;59.422989
1006;25.06143;59.453668
1007;24.761973;59.432932
1008;24.752026;59.433461
1009;24.832534790039;59.432601928711
1010;24.832534790039;59.432601928711
1011;24.835739;59.432602
1012;24.610114;59.318226
1013;24.640706;59.310986
1014;24.671166;59.315887
1015;24.661091;59.36371
1016;24.673233032227;59.374923706055
1017;24.71901;59.44336
1018;24.722946;59.443863
1019;24.821747;59.442215
1020;24.805894;59.446063
1021;24.877392;59.438097
1022;24.883346557617;59.440841674805
1023;24.873272;59.439472
1024;24.88379;59.439026
1025;24.761973;59.425934
1026;24.734724;59.43184
1027;24.746705;59.435005
1028;24.656144;59.405137
1029;24.673093;59.387422
1030;24.621047973633;59.339218139648
1031;24.610656;59.324728
1032;24.689243;59.310897
1033;24.607315063477;59.431228637695
1034;24.607315063477;59.431228637695
1035;24.607315063477;59.431228637695
1036;24.684219360352;59.396896362305
1037;24.819713;59.437644
1038;24.80827;59.437183
1039;24.829788;59.439468
1040;24.884715;59.439014
1041;24.843056;59.439712
1042;24.76044;59.425052
1043;24.725419;59.444275
1044;24.733657836914;59.44221496582
1045;24.713059;59.444413
1046;24.740281;59.431067
1047;24.735944;59.424362
1048;24.752882;59.435767
1049;24.741035;59.420071
1050;24.690632;59.3969
1051;24.717517;59.391405
1052;24.686325;59.407001
1053;24.741897583008;59.432601928711
1054;24.677352905273;59.39826965332
1055;25.168991088867;59.514999389648
1056;25.064154;59.454378
1057;24.789448;59.448728
1058;24.775215;59.441814
1059;24.782055;59.448515
1060;24.778313;59.441504
1061;24.870986938477;59.469680786133
1062;24.841673;59.459617
1063;24.870986938477;59.469680786133
1064;24.870986938477;59.469680786133
1065;24.794065;59.453898
1066;24.862055;59.469685
1067;24.859999;59.465564
1068;24.857944;59.461442
1069;24.857944;59.461442
1070;24.795506;59.445952
1071;24.82567;59.442216
1072;24.784638;59.440673
1073;24.795911;59.445649
1074;24.755289;59.426081
1075;24.772112;59.422991
1076;24.697066;59.416723
1077;24.829959;59.421959
1078;25.175857543945;59.490280151367
1079;24.942639;59.561873
1080;24.836645;59.431237
1081;24.82978;59.431235
1082;24.65785;59.393418
1083;24.621047973633;59.340591430664
1084;24.604568481445;59.315872192383
1085;24.830595;59.351941
1086;24.721751;59.397126
1087;24.54364;59.362115
1088;24.478225708008;59.314498901367
1089;24.516538;59.304681
1090;24.398217;59.321804
1091;24.741462;59.306999
1092;24.785019;59.326887
1093;24.748203;59.32165
1094;24.738393;59.321382
1095;24.817428588867;59.335098266602
1096;24.907902;59.40239
1097;24.808918;59.342426
1098;24.894332885742;59.359817504883
1099;24.907767;59.400607
1100;24.919052124023;59.414749145508
1101;24.886431;59.385665
1102;24.925573;59.442217
1103;24.843858;59.429518
1104;24.875106811523;59.436721801758
1105;24.838707;59.42986
1106;24.732285;59.407196
1107;24.736852;59.413382
1108;24.847391;59.461935
1109;25.153198;59.530106
1110;24.719924926758;59.402389526367
1111;24.836648;59.433525
1112;24.717178344727;59.446334838867
1113;24.717178344727;59.446334838867
1114;24.702072143555;59.45182800293
1115;24.719924;59.43718
1116;24.752423;59.435122
1117;24.758661;59.391129
1118;24.77897644043;59.21012878418
1119;24.768348;59.255105
1120;24.68927;59.295164
1121;24.767132;59.256078
1122;24.791359;59.130822
